year,material,region,end_use,value
1893,zinc,EU27,computers_and_precision_instruments,63189.18807
1894,zinc,EU27,computers_and_precision_instruments,64849.36903
1895,zinc,EU27,computers_and_precision_instruments,66551.77844
1896,zinc,EU27,computers_and_precision_instruments,68298.32463
1897,zinc,EU27,computers_and_precision_instruments,70090.50276
1898,zinc,EU27,computers_and_precision_instruments,71929.64003
1899,zinc,EU27,computers_and_precision_instruments,73817.01425
1900,zinc,EU27,computers_and_precision_instruments,75753.9057
1901,zinc,EU27,computers_and_precision_instruments,77741.61794
1902,zinc,EU27,computers_and_precision_instruments,79781.48555
1903,zinc,EU27,computers_and_precision_instruments,81874.87731
1904,zinc,EU27,computers_and_precision_instruments,84023.19771
1905,zinc,EU27,computers_and_precision_instruments,86227.88803
1906,zinc,EU27,computers_and_precision_instruments,88490.42737
1907,zinc,EU27,computers_and_precision_instruments,90812.33362
1908,zinc,EU27,computers_and_precision_instruments,93195.16454
1909,zinc,EU27,computers_and_precision_instruments,95640.51871
1910,zinc,EU27,computers_and_precision_instruments,98150.03669
1911,zinc,EU27,computers_and_precision_instruments,100725.4021
1912,zinc,EU27,computers_and_precision_instruments,103368.3427
1913,zinc,EU27,computers_and_precision_instruments,106080.6315
1914,zinc,EU27,computers_and_precision_instruments,108864.0883
1915,zinc,EU27,computers_and_precision_instruments,111720.5805
1916,zinc,EU27,computers_and_precision_instruments,114652.0243
1917,zinc,EU27,computers_and_precision_instruments,117660.3864
1918,zinc,EU27,computers_and_precision_instruments,120747.6852
1919,zinc,EU27,computers_and_precision_instruments,123915.9918
1920,zinc,EU27,computers_and_precision_instruments,127167.4318
1921,zinc,EU27,computers_and_precision_instruments,130504.1866
1922,zinc,EU27,computers_and_precision_instruments,133928.4947
1923,zinc,EU27,computers_and_precision_instruments,137442.6534
1924,zinc,EU27,computers_and_precision_instruments,141049.0204
1925,zinc,EU27,computers_and_precision_instruments,144750.0151
1926,zinc,EU27,computers_and_precision_instruments,148548.1205
1927,zinc,EU27,computers_and_precision_instruments,152445.8846
1928,zinc,EU27,computers_and_precision_instruments,156445.9224
1929,zinc,EU27,computers_and_precision_instruments,160550.9174
1930,zinc,EU27,computers_and_precision_instruments,164763.6237
1931,zinc,EU27,computers_and_precision_instruments,169086.8675
1932,zinc,EU27,computers_and_precision_instruments,173523.5491
1933,zinc,EU27,computers_and_precision_instruments,178076.6452
1934,zinc,EU27,computers_and_precision_instruments,182749.2102
1935,zinc,EU27,computers_and_precision_instruments,187544.379
1936,zinc,EU27,computers_and_precision_instruments,192465.3685
1937,zinc,EU27,computers_and_precision_instruments,197515.4802
1938,zinc,EU27,computers_and_precision_instruments,202698.1022
1939,zinc,EU27,computers_and_precision_instruments,208016.7113
1940,zinc,EU27,computers_and_precision_instruments,213474.8757
1941,zinc,EU27,computers_and_precision_instruments,219076.2573
1942,zinc,EU27,computers_and_precision_instruments,224824.6139
1943,zinc,EU27,computers_and_precision_instruments,230723.802
1944,zinc,EU27,computers_and_precision_instruments,236777.7793
1945,zinc,EU27,computers_and_precision_instruments,242990.6073
1946,zinc,EU27,computers_and_precision_instruments,249366.4542
1947,zinc,EU27,computers_and_precision_instruments,255909.5973
1948,zinc,EU27,computers_and_precision_instruments,262624.4264
1949,zinc,EU27,computers_and_precision_instruments,269515.4463
1950,zinc,EU27,computers_and_precision_instruments,276587.2802
1951,zinc,EU27,computers_and_precision_instruments,283844.6724
1952,zinc,EU27,computers_and_precision_instruments,291292.4918
1953,zinc,EU27,computers_and_precision_instruments,298935.735
1954,zinc,EU27,computers_and_precision_instruments,306779.5298
1955,zinc,EU27,computers_and_precision_instruments,314829.1384
1956,zinc,EU27,computers_and_precision_instruments,323089.9613
1957,zinc,EU27,computers_and_precision_instruments,331567.5405
1958,zinc,EU27,computers_and_precision_instruments,340267.5634
1959,zinc,EU27,computers_and_precision_instruments,349195.8668
1960,zinc,EU27,computers_and_precision_instruments,358358.4406
1961,zinc,EU27,computers_and_precision_instruments,367761.4317
1962,zinc,EU27,computers_and_precision_instruments,377411.1486
1963,zinc,EU27,computers_and_precision_instruments,387314.065
1964,zinc,EU27,computers_and_precision_instruments,397476.8247
1965,zinc,EU27,computers_and_precision_instruments,407906.2458
1966,zinc,EU27,computers_and_precision_instruments,418609.3251
1967,zinc,EU27,computers_and_precision_instruments,429593.2433
1968,zinc,EU27,computers_and_precision_instruments,440865.3692
1969,zinc,EU27,computers_and_precision_instruments,452433.2652
1970,zinc,EU27,computers_and_precision_instruments,464304.692
1971,zinc,EU27,computers_and_precision_instruments,476487.6139
1972,zinc,EU27,computers_and_precision_instruments,488990.2044
1973,zinc,EU27,computers_and_precision_instruments,501820.8511
1974,zinc,EU27,computers_and_precision_instruments,514988.1621
1975,zinc,EU27,computers_and_precision_instruments,528500.971
1976,zinc,EU27,computers_and_precision_instruments,542368.3434
1977,zinc,EU27,computers_and_precision_instruments,556599.5828
1978,zinc,EU27,computers_and_precision_instruments,571204.2366
1979,zinc,EU27,computers_and_precision_instruments,586192.1028
1980,zinc,EU27,computers_and_precision_instruments,601573.2367
1981,zinc,EU27,computers_and_precision_instruments,617357.9572
1982,zinc,EU27,computers_and_precision_instruments,633556.854
1983,zinc,EU27,computers_and_precision_instruments,650180.7948
1984,zinc,EU27,computers_and_precision_instruments,667240.9323
1985,zinc,EU27,computers_and_precision_instruments,684748.7119
1986,zinc,EU27,computers_and_precision_instruments,702715.8792
1987,zinc,EU27,computers_and_precision_instruments,721154.4883
1988,zinc,EU27,computers_and_precision_instruments,740076.9093
1989,zinc,EU27,computers_and_precision_instruments,759495.8369
1990,zinc,EU27,computers_and_precision_instruments,779424.2991
1991,zinc,EU27,computers_and_precision_instruments,799875.6656
1992,zinc,EU27,computers_and_precision_instruments,820863.6568
1993,zinc,EU27,computers_and_precision_instruments,842402.3533
1994,zinc,EU27,computers_and_precision_instruments,864506.2052
1995,zinc,EU27,computers_and_precision_instruments,887190.0414
1996,zinc,EU27,computers_and_precision_instruments,910469.0804
1997,zinc,EU27,computers_and_precision_instruments,934358.9397
1998,zinc,EU27,computers_and_precision_instruments,958875.6466
1999,zinc,EU27,computers_and_precision_instruments,984035.6489
2000,zinc,EU27,computers_and_precision_instruments,1009855.826
2001,zinc,EU27,computers_and_precision_instruments,1029626.452
2002,zinc,EU27,computers_and_precision_instruments,1042944.912
2003,zinc,EU27,computers_and_precision_instruments,1051795.781
2004,zinc,EU27,computers_and_precision_instruments,1060984.517
2005,zinc,EU27,computers_and_precision_instruments,1075672.984
2006,zinc,EU27,computers_and_precision_instruments,1099664.913
2007,zinc,EU27,computers_and_precision_instruments,1129814.244
2008,zinc,EU27,computers_and_precision_instruments,1168508.834
2009,zinc,EU27,computers_and_precision_instruments,1203229.611
2010,zinc,EU27,computers_and_precision_instruments,1256972.062
2011,zinc,EU27,computers_and_precision_instruments,1304901.007
2012,zinc,EU27,computers_and_precision_instruments,1341951.607
2013,zinc,EU27,computers_and_precision_instruments,1376281.49
2014,zinc,EU27,computers_and_precision_instruments,1407004.421
2015,zinc,EU27,computers_and_precision_instruments,1426098.206
2016,zinc,EU27,computers_and_precision_instruments,1435546.551
2017,zinc,EU27,computers_and_precision_instruments,1435843.475
2018,zinc,EU27,computers_and_precision_instruments,1423598.56
2019,zinc,EU27,computers_and_precision_instruments,1401754.182
2020,zinc,EU27,computers_and_precision_instruments,1369385.566
2021,zinc,EU27,computers_and_precision_instruments,1335646.342
2022,zinc,EU27,computers_and_precision_instruments,1292108.385
2023,zinc,EU27,computers_and_precision_instruments,1245820.991
2024,zinc,EU27,computers_and_precision_instruments,1200614.968
2025,zinc,EU27,computers_and_precision_instruments,1157554.363
2026,zinc,EU27,computers_and_precision_instruments,1117572.079
2027,zinc,EU27,computers_and_precision_instruments,1081406.583
2028,zinc,EU27,computers_and_precision_instruments,1049564.273
2029,zinc,EU27,computers_and_precision_instruments,1022307.314
2030,zinc,EU27,computers_and_precision_instruments,999663.9027
2031,zinc,EU27,computers_and_precision_instruments,981456.236
2032,zinc,EU27,computers_and_precision_instruments,967340.7901
2033,zinc,EU27,computers_and_precision_instruments,956855.5006
2034,zinc,EU27,computers_and_precision_instruments,949468.7927
2035,zinc,EU27,computers_and_precision_instruments,944625.9715
2036,zinc,EU27,computers_and_precision_instruments,941789.2554
2037,zinc,EU27,computers_and_precision_instruments,940468.7431
2038,zinc,EU27,computers_and_precision_instruments,940242.8496
2039,zinc,EU27,computers_and_precision_instruments,940768.1094
2040,zinc,EU27,computers_and_precision_instruments,941779.5302
2041,zinc,EU27,computers_and_precision_instruments,943083.6734
2042,zinc,EU27,computers_and_precision_instruments,944547.1623
2043,zinc,EU27,computers_and_precision_instruments,946083.3212
2044,zinc,EU27,computers_and_precision_instruments,947639.1894
2045,zinc,EU27,computers_and_precision_instruments,949184.4093
2046,zinc,EU27,computers_and_precision_instruments,950702.6826
2047,zinc,EU27,computers_and_precision_instruments,952185.8099
2048,zinc,EU27,computers_and_precision_instruments,953629.9041
2049,zinc,EU27,computers_and_precision_instruments,955033.1968
2050,zinc,EU27,computers_and_precision_instruments,956394.8779
2051,zinc,EU27,computers_and_precision_instruments,957714.5372
2052,zinc,EU27,computers_and_precision_instruments,958991.9191
2053,zinc,EU27,computers_and_precision_instruments,960226.8252
2054,zinc,EU27,computers_and_precision_instruments,961419.079
2055,zinc,EU27,computers_and_precision_instruments,962568.5141
2056,zinc,EU27,computers_and_precision_instruments,963674.971
2057,zinc,EU27,computers_and_precision_instruments,964738.2963
2058,zinc,EU27,computers_and_precision_instruments,965758.3425
2059,zinc,EU27,computers_and_precision_instruments,966734.9679
2060,zinc,EU27,computers_and_precision_instruments,967668.0364
2061,zinc,EU27,computers_and_precision_instruments,968557.4181
2062,zinc,EU27,computers_and_precision_instruments,969402.9889
2063,zinc,EU27,computers_and_precision_instruments,970204.6306
2064,zinc,EU27,computers_and_precision_instruments,970962.2309
2065,zinc,EU27,computers_and_precision_instruments,971675.6837
2066,zinc,EU27,computers_and_precision_instruments,972344.8886
2067,zinc,EU27,computers_and_precision_instruments,972969.7517
2068,zinc,EU27,computers_and_precision_instruments,973550.1846
2069,zinc,EU27,computers_and_precision_instruments,974086.1054
2070,zinc,EU27,computers_and_precision_instruments,974577.4382
2071,zinc,EU27,computers_and_precision_instruments,975024.1132
2072,zinc,EU27,computers_and_precision_instruments,975426.0666
2073,zinc,EU27,computers_and_precision_instruments,975783.2409
2074,zinc,EU27,computers_and_precision_instruments,976095.5847
2075,zinc,EU27,computers_and_precision_instruments,976363.053
2076,zinc,EU27,computers_and_precision_instruments,976589.5263
2077,zinc,EU27,computers_and_precision_instruments,976778.8892
2078,zinc,EU27,computers_and_precision_instruments,976935.0167
2079,zinc,EU27,computers_and_precision_instruments,977061.7494
2080,zinc,EU27,computers_and_precision_instruments,977162.8561
2081,zinc,EU27,computers_and_precision_instruments,977241.9878
2082,zinc,EU27,computers_and_precision_instruments,977302.6247
2083,zinc,EU27,computers_and_precision_instruments,977348.0199
2084,zinc,EU27,computers_and_precision_instruments,977381.1472
2085,zinc,EU27,computers_and_precision_instruments,977404.6552
2086,zinc,EU27,computers_and_precision_instruments,977420.8359
2087,zinc,EU27,computers_and_precision_instruments,977431.6098
2088,zinc,EU27,computers_and_precision_instruments,977438.5305
2089,zinc,EU27,computers_and_precision_instruments,977442.8066
2090,zinc,EU27,computers_and_precision_instruments,977445.3407
2091,zinc,EU27,computers_and_precision_instruments,977446.7765
2092,zinc,EU27,computers_and_precision_instruments,977447.552
2093,zinc,EU27,computers_and_precision_instruments,977447.9499
2094,zinc,EU27,computers_and_precision_instruments,977448.1432
2095,zinc,EU27,computers_and_precision_instruments,977448.2319
2096,zinc,EU27,computers_and_precision_instruments,977448.2702
2097,zinc,EU27,computers_and_precision_instruments,977448.2857
2098,zinc,EU27,computers_and_precision_instruments,977448.2916
2099,zinc,EU27,computers_and_precision_instruments,977448.2936
2100,zinc,EU27,computers_and_precision_instruments,977448.2943
1870,zinc,EU27,construction,4568.650668
1871,zinc,EU27,construction,9257.172846
1872,zinc,EU27,construction,14068.67812
1873,zinc,EU27,construction,19006.326
1874,zinc,EU27,construction,24073.32516
1875,zinc,EU27,construction,29272.93479
1876,zinc,EU27,construction,34608.46586
1877,zinc,EU27,construction,40083.2826
1878,zinc,EU27,construction,45700.80388
1879,zinc,EU27,construction,51464.50473
1880,zinc,EU27,construction,57377.9179
1881,zinc,EU27,construction,63444.63544
1882,zinc,EU27,construction,69668.31043
1883,zinc,EU27,construction,76052.6587
1884,zinc,EU27,construction,82601.46065
1885,zinc,EU27,construction,89318.56319
1886,zinc,EU27,construction,96207.88168
1887,zinc,EU27,construction,103273.402
1888,zinc,EU27,construction,110519.1829
1889,zinc,EU27,construction,117949.3579
1890,zinc,EU27,construction,125568.1378
1891,zinc,EU27,construction,133379.8136
1892,zinc,EU27,construction,141388.7583
1893,zinc,EU27,construction,149599.4301
1894,zinc,EU27,construction,158016.3751
1895,zinc,EU27,construction,166644.2303
1896,zinc,EU27,construction,175487.7265
1897,zinc,EU27,construction,184551.6915
1898,zinc,EU27,construction,193841.0539
1899,zinc,EU27,construction,203360.8457
1900,zinc,EU27,construction,213116.207
1901,zinc,EU27,construction,223112.3888
1902,zinc,EU27,construction,233354.7576
1903,zinc,EU27,construction,243848.7992
1904,zinc,EU27,construction,254600.1231
1905,zinc,EU27,construction,265614.4668
1906,zinc,EU27,construction,276897.7007
1907,zinc,EU27,construction,288455.8324
1908,zinc,EU27,construction,300295.0123
1909,zinc,EU27,construction,312421.5381
1910,zinc,EU27,construction,324841.8608
1911,zinc,EU27,construction,337562.5897
1912,zinc,EU27,construction,350590.4984
1913,zinc,EU27,construction,363932.5309
1914,zinc,EU27,construction,377595.8075
1915,zinc,EU27,construction,391587.631
1916,zinc,EU27,construction,405915.4939
1917,zinc,EU27,construction,420587.0846
1918,zinc,EU27,construction,435610.2943
1919,zinc,EU27,construction,450993.2249
1920,zinc,EU27,construction,466744.1958
1921,zinc,EU27,construction,482871.7517
1922,zinc,EU27,construction,499384.6707
1923,zinc,EU27,construction,516291.972
1924,zinc,EU27,construction,533602.9247
1925,zinc,EU27,construction,551327.0559
1926,zinc,EU27,construction,569474.1597
1927,zinc,EU27,construction,588054.3061
1928,zinc,EU27,construction,607077.8504
1929,zinc,EU27,construction,626555.4424
1930,zinc,EU27,construction,646498.0364
1931,zinc,EU27,construction,666916.9009
1932,zinc,EU27,construction,687823.6286
1933,zinc,EU27,construction,709230.1473
1934,zinc,EU27,construction,731148.7298
1935,zinc,EU27,construction,753592.0053
1936,zinc,EU27,construction,776572.9704
1937,zinc,EU27,construction,800105.0001
1938,zinc,EU27,construction,824201.8595
1939,zinc,EU27,construction,848877.7157
1940,zinc,EU27,construction,874147.1495
1941,zinc,EU27,construction,900025.168
1942,zinc,EU27,construction,926527.2166
1943,zinc,EU27,construction,953669.1921
1944,zinc,EU27,construction,981467.4554
1945,zinc,EU27,construction,1009938.845
1946,zinc,EU27,construction,1039100.69
1947,zinc,EU27,construction,1068970.823
1948,zinc,EU27,construction,1099567.597
1949,zinc,EU27,construction,1130909.896
1950,zinc,EU27,construction,1163017.151
1951,zinc,EU27,construction,1195909.354
1952,zinc,EU27,construction,1229607.076
1953,zinc,EU27,construction,1264131.476
1954,zinc,EU27,construction,1299504.322
1955,zinc,EU27,construction,1335748.006
1956,zinc,EU27,construction,1372885.557
1957,zinc,EU27,construction,1410940.66
1958,zinc,EU27,construction,1449937.672
1959,zinc,EU27,construction,1489901.638
1960,zinc,EU27,construction,1530858.31
1961,zinc,EU27,construction,1572834.163
1962,zinc,EU27,construction,1615856.414
1963,zinc,EU27,construction,1659953.04
1964,zinc,EU27,construction,1705152.796
1965,zinc,EU27,construction,1751485.236
1966,zinc,EU27,construction,1798980.73
1967,zinc,EU27,construction,1847670.485
1968,zinc,EU27,construction,1897586.566
1969,zinc,EU27,construction,1948761.916
1970,zinc,EU27,construction,2001230.376
1971,zinc,EU27,construction,2055026.71
1972,zinc,EU27,construction,2110186.625
1973,zinc,EU27,construction,2166746.794
1974,zinc,EU27,construction,2224744.877
1975,zinc,EU27,construction,2284219.551
1976,zinc,EU27,construction,2345210.527
1977,zinc,EU27,construction,2407758.583
1978,zinc,EU27,construction,2471905.582
1979,zinc,EU27,construction,2537694.503
1980,zinc,EU27,construction,2605169.467
1981,zinc,EU27,construction,2674375.765
1982,zinc,EU27,construction,2745359.885
1983,zinc,EU27,construction,2818169.545
1984,zinc,EU27,construction,2892853.719
1985,zinc,EU27,construction,2969462.668
1986,zinc,EU27,construction,3048047.977
1987,zinc,EU27,construction,3128662.581
1988,zinc,EU27,construction,3211360.802
1989,zinc,EU27,construction,3296198.384
1990,zinc,EU27,construction,3383232.527
1991,zinc,EU27,construction,3472521.922
1992,zinc,EU27,construction,3564126.794
1993,zinc,EU27,construction,3658108.934
1994,zinc,EU27,construction,3754531.742
1995,zinc,EU27,construction,3853460.267
1996,zinc,EU27,construction,3954961.251
1997,zinc,EU27,construction,4059103.168
1998,zinc,EU27,construction,4165956.272
1999,zinc,EU27,construction,4275592.641
2000,zinc,EU27,construction,4388086.222
2001,zinc,EU27,construction,4500404.333
2002,zinc,EU27,construction,4612656.816
2003,zinc,EU27,construction,4724497.401
2004,zinc,EU27,construction,4836220.894
2005,zinc,EU27,construction,4948051.508
2006,zinc,EU27,construction,5060203.123
2007,zinc,EU27,construction,5167607.159
2008,zinc,EU27,construction,5274229.358
2009,zinc,EU27,construction,5370448.726
2010,zinc,EU27,construction,5481125.987
2011,zinc,EU27,construction,5586370.545
2012,zinc,EU27,construction,5684649.212
2013,zinc,EU27,construction,5785770.014
2014,zinc,EU27,construction,5889839.123
2015,zinc,EU27,construction,5988569.483
2016,zinc,EU27,construction,6084176.727
2017,zinc,EU27,construction,6178536.033
2018,zinc,EU27,construction,6268656.856
2019,zinc,EU27,construction,6356994.525
2020,zinc,EU27,construction,6440338.948
2021,zinc,EU27,construction,6529123.512
2022,zinc,EU27,construction,6610638.352
2023,zinc,EU27,construction,6687683.236
2024,zinc,EU27,construction,6764092.225
2025,zinc,EU27,construction,6839845.061
2026,zinc,EU27,construction,6914921.729
2027,zinc,EU27,construction,6989302.482
2028,zinc,EU27,construction,7062967.86
2029,zinc,EU27,construction,7135898.723
2030,zinc,EU27,construction,7208076.266
2031,zinc,EU27,construction,7279482.047
2032,zinc,EU27,construction,7350098.011
2033,zinc,EU27,construction,7419906.511
2034,zinc,EU27,construction,7488890.334
2035,zinc,EU27,construction,7557032.723
2036,zinc,EU27,construction,7624317.398
2037,zinc,EU27,construction,7690728.581
2038,zinc,EU27,construction,7756251.015
2039,zinc,EU27,construction,7820869.989
2040,zinc,EU27,construction,7884571.351
2041,zinc,EU27,construction,7947341.537
2042,zinc,EU27,construction,8009167.584
2043,zinc,EU27,construction,8070037.15
2044,zinc,EU27,construction,8129938.534
2045,zinc,EU27,construction,8188860.687
2046,zinc,EU27,construction,8246793.232
2047,zinc,EU27,construction,8303726.479
2048,zinc,EU27,construction,8359651.435
2049,zinc,EU27,construction,8414559.82
2050,zinc,EU27,construction,8468444.074
2051,zinc,EU27,construction,8521297.373
2052,zinc,EU27,construction,8573113.632
2053,zinc,EU27,construction,8623887.515
2054,zinc,EU27,construction,8673614.441
2055,zinc,EU27,construction,8722290.589
2056,zinc,EU27,construction,8769912.899
2057,zinc,EU27,construction,8816479.077
2058,zinc,EU27,construction,8861987.592
2059,zinc,EU27,construction,8906437.678
2060,zinc,EU27,construction,8949829.329
2061,zinc,EU27,construction,8992163.295
2062,zinc,EU27,construction,9033441.078
2063,zinc,EU27,construction,9073664.922
2064,zinc,EU27,construction,9112837.807
2065,zinc,EU27,construction,9150963.436
2066,zinc,EU27,construction,9188046.224
2067,zinc,EU27,construction,9224091.285
2068,zinc,EU27,construction,9259104.419
2069,zinc,EU27,construction,9293092.09
2070,zinc,EU27,construction,9326061.416
2071,zinc,EU27,construction,9358020.142
2072,zinc,EU27,construction,9388976.626
2073,zinc,EU27,construction,9418939.815
2074,zinc,EU27,construction,9447919.219
2075,zinc,EU27,construction,9475924.892
2076,zinc,EU27,construction,9502972.96
2077,zinc,EU27,construction,9529080.038
2078,zinc,EU27,construction,9554263.204
2079,zinc,EU27,construction,9578539.967
2080,zinc,EU27,construction,9601928.242
2081,zinc,EU27,construction,9624446.312
2082,zinc,EU27,construction,9646112.807
2083,zinc,EU27,construction,9666946.662
2084,zinc,EU27,construction,9686967.092
2085,zinc,EU27,construction,9706193.556
2086,zinc,EU27,construction,9724645.724
2087,zinc,EU27,construction,9742343.446
2088,zinc,EU27,construction,9759306.717
2089,zinc,EU27,construction,9775555.644
2090,zinc,EU27,construction,9791110.413
2091,zinc,EU27,construction,9805991.257
2092,zinc,EU27,construction,9820218.423
2093,zinc,EU27,construction,9833812.137
2094,zinc,EU27,construction,9846792.578
2095,zinc,EU27,construction,9859179.843
2096,zinc,EU27,construction,9870993.914
2097,zinc,EU27,construction,9882254.636
2098,zinc,EU27,construction,9892981.683
2099,zinc,EU27,construction,9903194.528
2100,zinc,EU27,construction,9912912.422
1870,zinc,EU27,electrical_equipment,8036.016209
1871,zinc,EU27,electrical_equipment,16282.52377
1872,zinc,EU27,electrical_equipment,24742.84897
1873,zinc,EU27,electrical_equipment,33418.21251
1874,zinc,EU27,electrical_equipment,42307.68734
1875,zinc,EU27,electrical_equipment,51408.17009
1876,zinc,EU27,electrical_equipment,60714.37269
1877,zinc,EU27,electrical_equipment,70218.83967
1878,zinc,EU27,electrical_equipment,79911.99735
1879,zinc,EU27,electrical_equipment,89782.23956
1880,zinc,EU27,electrical_equipment,99816.05481
1881,zinc,EU27,electrical_equipment,109998.1978
1882,zinc,EU27,electrical_equipment,120311.9075
1883,zinc,EU27,electrical_equipment,130739.1724
1884,zinc,EU27,electrical_equipment,141261.0413
1885,zinc,EU27,electrical_equipment,151857.9755
1886,zinc,EU27,electrical_equipment,162510.2394
1887,zinc,EU27,electrical_equipment,173198.3177
1888,zinc,EU27,electrical_equipment,183903.3536
1889,zinc,EU27,electrical_equipment,194607.5936
1890,zinc,EU27,electrical_equipment,205294.8268
1891,zinc,EU27,electrical_equipment,215950.8054
1892,zinc,EU27,electrical_equipment,226563.6305
1893,zinc,EU27,electrical_equipment,237124.09
1894,zinc,EU27,electrical_equipment,247625.936
1895,zinc,EU27,electrical_equipment,258066.0888
1896,zinc,EU27,electrical_equipment,268444.7614
1897,zinc,EU27,electrical_equipment,278765.4958
1898,zinc,EU27,electrical_equipment,289035.1121
1899,zinc,EU27,electrical_equipment,299263.5699
1900,zinc,EU27,electrical_equipment,309463.7497
1901,zinc,EU27,electrical_equipment,319651.1615
1902,zinc,EU27,electrical_equipment,329843.5958
1903,zinc,EU27,electrical_equipment,340060.7299
1904,zinc,EU27,electrical_equipment,350323.7076
1905,zinc,EU27,electrical_equipment,360654.7093
1906,zinc,EU27,electrical_equipment,371076.5299
1907,zinc,EU27,electrical_equipment,381612.1802
1908,zinc,EU27,electrical_equipment,392284.5267
1909,zinc,EU27,electrical_equipment,403115.9785
1910,zinc,EU27,electrical_equipment,414128.2317
1911,zinc,EU27,electrical_equipment,425342.0737
1912,zinc,EU27,electrical_equipment,436777.2488
1913,zinc,EU27,electrical_equipment,448452.3834
1914,zinc,EU27,electrical_equipment,460384.9641
1915,zinc,EU27,electrical_equipment,472591.3637
1916,zinc,EU27,electrical_equipment,485086.9057
1917,zinc,EU27,electrical_equipment,497885.9575
1918,zinc,EU27,electrical_equipment,511002.0451
1919,zinc,EU27,electrical_equipment,524447.979
1920,zinc,EU27,electrical_equipment,538235.9849
1921,zinc,EU27,electrical_equipment,552377.8329
1922,zinc,EU27,electrical_equipment,566884.9594
1923,zinc,EU27,electrical_equipment,581768.5799
1924,zinc,EU27,electrical_equipment,597039.7897
1925,zinc,EU27,electrical_equipment,612709.6508
1926,zinc,EU27,electrical_equipment,628789.2674
1927,zinc,EU27,electrical_equipment,645289.8477
1928,zinc,EU27,electrical_equipment,662222.7564
1929,zinc,EU27,electrical_equipment,679599.5558
1930,zinc,EU27,electrical_equipment,697432.0407
1931,zinc,EU27,electrical_equipment,715732.2654
1932,zinc,EU27,electrical_equipment,734512.5665
1933,zinc,EU27,electrical_equipment,753785.5814
1934,zinc,EU27,electrical_equipment,773564.2639
1935,zinc,EU27,electrical_equipment,793861.898
1936,zinc,EU27,electrical_equipment,814692.1099
1937,zinc,EU27,electrical_equipment,836068.8798
1938,zinc,EU27,electrical_equipment,858006.552
1939,zinc,EU27,electrical_equipment,880519.846
1940,zinc,EU27,electrical_equipment,903623.8666
1941,zinc,EU27,electrical_equipment,927334.1145
1942,zinc,EU27,electrical_equipment,951666.4968
1943,zinc,EU27,electrical_equipment,976637.338
1944,zinc,EU27,electrical_equipment,1002263.391
1945,zinc,EU27,electrical_equipment,1028561.847
1946,zinc,EU27,electrical_equipment,1055550.35
1947,zinc,EU27,electrical_equipment,1083247.007
1948,zinc,EU27,electrical_equipment,1111670.398
1949,zinc,EU27,electrical_equipment,1140839.592
1950,zinc,EU27,electrical_equipment,1170774.158
1951,zinc,EU27,electrical_equipment,1201494.18
1952,zinc,EU27,electrical_equipment,1233020.266
1953,zinc,EU27,electrical_equipment,1265373.568
1954,zinc,EU27,electrical_equipment,1298575.79
1955,zinc,EU27,electrical_equipment,1332649.207
1956,zinc,EU27,electrical_equipment,1367616.679
1957,zinc,EU27,electrical_equipment,1403501.664
1958,zinc,EU27,electrical_equipment,1440328.239
1959,zinc,EU27,electrical_equipment,1478121.108
1960,zinc,EU27,electrical_equipment,1516905.627
1961,zinc,EU27,electrical_equipment,1556707.815
1962,zinc,EU27,electrical_equipment,1597554.376
1963,zinc,EU27,electrical_equipment,1639472.712
1964,zinc,EU27,electrical_equipment,1682490.947
1965,zinc,EU27,electrical_equipment,1726637.94
1966,zinc,EU27,electrical_equipment,1771943.308
1967,zinc,EU27,electrical_equipment,1818437.448
1968,zinc,EU27,electrical_equipment,1866151.55
1969,zinc,EU27,electrical_equipment,1915117.625
1970,zinc,EU27,electrical_equipment,1965368.525
1971,zinc,EU27,electrical_equipment,2016937.962
1972,zinc,EU27,electrical_equipment,2069860.532
1973,zinc,EU27,electrical_equipment,2124171.741
1974,zinc,EU27,electrical_equipment,2179908.026
1975,zinc,EU27,electrical_equipment,2237106.779
1976,zinc,EU27,electrical_equipment,2295806.374
1977,zinc,EU27,electrical_equipment,2356046.191
1978,zinc,EU27,electrical_equipment,2417866.645
1979,zinc,EU27,electrical_equipment,2481309.21
1980,zinc,EU27,electrical_equipment,2546416.449
1981,zinc,EU27,electrical_equipment,2613232.041
1982,zinc,EU27,electrical_equipment,2681800.812
1983,zinc,EU27,electrical_equipment,2752168.763
1984,zinc,EU27,electrical_equipment,2824383.104
1985,zinc,EU27,electrical_equipment,2898492.281
1986,zinc,EU27,electrical_equipment,2974546.015
1987,zinc,EU27,electrical_equipment,3052595.327
1988,zinc,EU27,electrical_equipment,3132692.581
1989,zinc,EU27,electrical_equipment,3214891.511
1990,zinc,EU27,electrical_equipment,3299247.265
1991,zinc,EU27,electrical_equipment,3385816.435
1992,zinc,EU27,electrical_equipment,3474657.1
1993,zinc,EU27,electrical_equipment,3565828.861
1994,zinc,EU27,electrical_equipment,3659392.883
1995,zinc,EU27,electrical_equipment,3755411.938
1996,zinc,EU27,electrical_equipment,3853950.444
1997,zinc,EU27,electrical_equipment,3955074.508
1998,zinc,EU27,electrical_equipment,4058851.973
1999,zinc,EU27,electrical_equipment,4165352.463
2000,zinc,EU27,electrical_equipment,4274647.425
2001,zinc,EU27,electrical_equipment,4380071.82
2002,zinc,EU27,electrical_equipment,4481491.011
2003,zinc,EU27,electrical_equipment,4578048.882
